,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,SALES_PRICE,AGE_OF_HOUSE
4086,4,1023,199,1.0,1.0,3,4,0,2,2,2,0,4.9,2.8,2.9,3.47,4798625,6
4087,0,784,74,1.0,1.0,2,3,0,1,1,1,4,2.5,2.9,3.7,3.18,6611365,31
4088,3,1485,77,2.0,1.0,4,2,0,1,0,2,3,2.3,3.5,3.2,3.02,8195220,11
4089,3,2177,119,3.0,2.0,5,3,1,2,0,0,4,4.8,4.8,4.2,4.56,13553180,12
4090,3,2088,161,3.0,2.0,5,2,1,2,2,2,5,2.7,4.3,3.6,3.54,12879720,18
4091,0,1181,156,1.0,1.0,3,4,1,2,1,1,2,2.0,2.0,2.0,2.0,8418360,24
4092,3,1308,177,1.0,1.0,3,4,0,1,0,0,5,3.4,2.9,2.7,2.97,9168580,9
4093,4,663,102,1.0,1.0,2,0,0,1,1,1,2,2.4,3.3,4.6,3.55,3815750,19
4094,5,1975,0,2.0,1.0,5,1,1,1,2,1,3,2.6,3.9,4.0,3.555,13567150,5
4095,2,749,180,1.0,1.0,2,3,0,0,1,0,3,3.3,2.6,4.1,3.26,9607900,22
4096,6,1727,73,2.0,1.0,4,0,1,1,1,0,0,3.3,3.6,2.0,3.05,8269610,33
4097,3,2158,50,3.0,2.0,5,0,1,2,2,2,5,4.8,3.0,3.6,3.78,13154100,17
4098,2,1157,19,1.0,1.0,3,3,0,1,2,0,4,3.6,4.6,2.2,3.58,9455100,10
4099,5,1832,138,2.0,1.0,5,1,0,0,2,0,5,3.6,4.3,2.7,3.37,21686920,21
4100,2,1138,23,1.0,1.0,3,0,1,0,2,0,3,2.6,4.2,2.0,3.06,13801050,15
4101,2,770,191,1.0,1.0,2,0,0,1,0,1,3,4.7,3.7,2.3,3.58,6348750,5
4102,5,1842,33,2.0,1.0,5,3,0,1,2,0,4,2.7,4.8,3.6,3.63,13040160,23
4103,5,1882,117,2.0,1.0,5,2,1,0,1,1,3,4.2,3.4,3.7,3.775,19761890,42
4104,2,757,155,1.0,1.0,2,1,1,2,1,1,5,4.2,3.2,4.0,3.74,8854790,14
4105,6,1884,92,3.0,2.0,5,3,1,1,1,2,3,2.1,2.3,2.7,2.37,9955440,37
4106,3,1729,82,2.0,1.0,4,0,1,2,2,2,3,2.6,2.6,2.1,2.4,10643500,6
4107,0,866,177,1.0,1.0,3,2,1,2,1,2,0,2.8,4.7,4.6,4.08,6666735,29
4108,4,919,146,1.0,1.0,3,0,1,0,0,0,4,2.0,5.0,4.4,3.86,10589000,16
4109,3,1587,80,2.0,1.0,4,2,0,1,2,2,4,2.5,2.9,4.1,3.26,8983700,5
4110,2,1282,109,2.0,1.0,4,0,1,2,2,0,3,4.8,3.5,4.7,4.25,11073340,16
4111,2,928,79,1.0,1.0,3,3,0,2,1,2,5,2.8,2.9,2.4,2.72,8454860,38
4112,2,898,18,1.0,1.0,3,3,0,1,1,2,3,2.6,4.3,2.6,3.28,6802150,29
4113,0,692,118,1.0,1.0,2,0,1,0,2,1,0,2.7,4.8,3.6,3.57,7814575,25
4114,5,1972,175,2.0,1.0,5,4,1,2,1,2,3,4.5,4.9,2.4,3.655,13941590,39
4115,3,2079,102,3.0,2.0,5,4,0,2,2,2,3,3.2,4.2,2.3,3.14,10468580,10
4116,3,1486,128,2.0,1.0,4,4,0,0,2,2,4,4.0,2.1,4.4,3.59,12616820,11
4117,1,1742,9,1.0,1.0,4,1,1,0,2,2,5,4.3,4.9,2.5,3.73,20982920,41
4118,5,1936,103,2.0,1.0,5,0,1,1,2,2,4,2.0,4.6,2.2,2.74,13788080,24
4119,4,1214,145,1.0,1.0,3,1,0,0,2,1,5,4.3,3.9,3.2,3.74,9985750,49
4120,4,1257,133,1.0,1.0,3,0,1,1,1,1,3,2.4,4.0,2.4,2.88,6660000,34
4121,4,841,118,1.0,1.0,2,4,1,1,0,1,2,2.7,2.9,4.8,3.6,5355750,19
4122,3,2255,181,4.0,2.0,6,3,0,0,0,2,3,3.1,2.9,3.0,3.0,16982280,14
4123,6,1605,3,2.0,1.0,4,4,1,0,2,2,3,2.5,4.7,2.4,3.46,13759280,34
4124,2,1188,111,1.0,1.0,3,0,0,0,2,2,3,4.5,4.5,4.4,4.47,12840300,14
4125,2,1213,142,2.0,1.0,4,4,1,2,2,1,4,4.7,4.4,4.6,4.55,10243060,7
4126,2,731,89,1.0,1.0,2,2,1,0,2,2,5,4.5,3.0,4.3,3.84,11029700,38
4127,3,1781,185,3.0,2.0,5,4,1,0,2,0,4,4.6,4.2,4.4,4.4,16174720,6
4128,2,702,62,1.0,1.0,2,2,0,0,2,2,3,4.1,3.5,2.6,3.41,8883050,19
4129,1,1949,2,2.0,1.0,5,3,0,2,2,0,5,3.9,4.3,3.8,3.96,15476650,19
4130,1,1857,71,2.0,1.0,5,0,0,2,2,0,4,2.9,4.4,2.9,3.275,14093160,30
4131,3,1904,73,3.0,2.0,5,0,0,2,0,2,4,4.0,3.5,2.9,3.41,10782380,25
4132,4,1199,91,1.0,1.0,3,0,0,0,1,2,1,2.9,3.9,2.1,2.88,7839500,38
4133,4,1228,141,1.0,1.0,3,1,1,0,1,0,3,2.0,4.0,2.6,2.84,11531000,12
4134,6,1786,37,2.0,1.0,4,0,1,0,2,0,5,3.2,3.7,4.5,3.82,17240870,11
4135,6,1953,106,3.0,2.0,5,2,1,2,1,1,1,3.0,3.6,3.6,3.45,8916410,53
4136,4,1287,140,1.0,1.0,3,4,0,0,0,0,4,2.1,3.6,3.2,2.99,10931250,27
4137,3,1369,55,2.0,1.0,4,1,0,1,2,2,5,2.1,3.3,4.0,3.22,9103800,30
4138,3,1771,64,2.0,1.0,4,0,1,1,0,0,4,3.4,2.6,3.9,3.36,11090200,20
4139,0,1082,100,1.0,1.0,3,0,1,1,2,0,2,4.6,4.9,4.6,4.66,9177820,28
4140,3,1636,141,2.0,1.0,4,0,1,1,0,2,4,3.2,3.3,2.0,2.75,10056300,25
4141,4,602,0,1.0,1.0,2,1,0,2,2,2,5,3.8,2.2,4.7,3.68,6560250,26
4142,5,1854,29,2.0,1.0,5,0,0,1,1,1,4,3.5,2.7,2.6,2.895,11704830,29
4143,4,1655,89,2.0,2.0,4,0,1,2,1,1,5,4.3,3.9,3.5,3.86,9837875,25
4144,0,698,140,1.0,1.0,2,2,0,0,2,0,3,3.9,3.5,2.9,3.32,9879040,16
4145,2,1101,74,1.0,1.0,3,2,0,1,2,0,4,2.0,3.7,3.2,3.04,8572650,31
4146,4,785,173,1.0,1.0,2,1,1,2,0,2,2,3.7,4.2,2.7,3.45,6576375,22
4147,0,1135,172,1.0,1.0,3,0,1,1,0,0,5,2.0,3.2,2.6,2.54,11046310,34
4148,4,1308,9,1.0,1.0,3,1,1,2,1,2,3,2.2,3.8,3.2,3.08,8242250,32
4149,0,924,100,1.0,1.0,3,2,0,0,0,1,3,3.7,2.7,3.1,3.2,10571990,26
4150,4,508,67,1.0,1.0,2,1,1,0,1,0,2,5.0,4.8,3.6,4.38,6709750,49
4151,6,1725,60,2.0,1.0,4,0,0,1,0,2,4,4.1,2.5,2.5,2.9,9817160,8
4152,4,1665,122,2.0,2.0,4,1,0,0,0,1,2,3.1,4.2,4.4,3.95,11513500,10
4153,3,1868,98,3.0,2.0,5,4,1,2,2,0,3,2.0,2.6,2.4,2.34,11348140,9
4154,1,1951,120,2.0,1.0,5,2,1,0,1,1,3,2.7,3.0,2.4,2.655,20272170,36
4155,5,1665,159,1.0,1.0,4,3,1,0,0,2,5,5.0,3.1,4.8,4.435,20656290,22
4156,1,1537,16,1.0,1.0,4,1,0,0,0,2,3,4.8,3.4,4.0,4.13,17670400,15
4157,2,912,199,1.0,1.0,3,2,1,0,0,2,3,4.7,3.4,2.6,3.55,11583300,26
4158,4,724,77,1.0,1.0,2,3,1,0,0,2,3,2.3,3.4,3.2,2.99,8033250,31
4159,4,516,186,1.0,1.0,2,4,0,0,2,1,0,2.8,5.0,5.0,4.34,3331750,33
4160,5,1764,118,1.0,1.0,4,1,1,2,0,1,4,3.8,2.7,4.8,3.975,13971130,38
4161,2,872,166,1.0,1.0,3,2,0,2,1,0,3,4.3,4.6,4.7,4.54,7693740,29
4162,2,887,46,1.0,1.0,3,3,1,0,0,0,5,4.3,5.0,4.8,4.73,13118450,39
4163,2,1080,56,1.0,1.0,3,4,1,0,1,2,3,2.0,4.0,4.5,3.55,12721750,9
4164,2,1045,172,1.0,1.0,3,4,1,1,0,0,4,4.3,3.6,2.9,3.6,9480000,32
4165,4,1530,128,2.0,2.0,4,2,0,0,2,1,5,3.4,2.5,3.8,3.29,12046250,11
4166,0,1132,190,1.0,1.0,3,2,0,1,2,1,0,2.0,4.9,4.8,3.98,6050375,5
4167,3,2365,21,4.0,2.0,6,4,1,2,2,2,4,2.6,3.9,2.6,2.99,12924800,25
4168,6,1781,30,2.0,1.0,4,0,0,1,0,2,5,2.9,2.8,4.8,3.43,10048510,38
4169,2,1138,70,1.0,1.0,3,2,0,0,2,2,3,2.0,3.1,4.4,3.16,11770400,40
4170,3,2375,26,4.0,2.0,6,2,0,1,0,0,3,4.1,3.0,4.9,4.09,11381360,18
4171,4,1115,65,1.0,1.0,3,3,0,2,1,1,3,4.8,2.4,3.1,3.4,6224875,11
4172,2,811,39,1.0,1.0,3,1,0,0,1,2,5,4.1,2.8,2.5,3.1,10890050,39
4173,1,1586,14,1.0,1.0,4,2,0,1,0,2,4,2.3,4.8,3.2,3.285,10882430,44
4174,2,1103,10,1.0,1.0,3,1,1,2,2,0,3,3.9,4.8,2.8,3.93,10560810,6
4175,4,939,169,1.0,1.0,3,3,1,1,0,1,1,3.3,4.6,5.0,4.37,5326500,24
4176,6,1727,65,2.0,1.0,4,2,0,1,2,0,0,4.3,4.8,4.7,4.65,7341790,42
4177,5,1672,169,1.0,1.0,4,2,0,0,0,2,4,3.1,4.8,2.5,3.255,18911110,13
4178,1,1581,143,1.0,1.0,4,3,1,0,2,1,3,3.7,4.7,4.9,4.43,18011000,15
4179,1,1781,109,1.0,1.0,4,3,0,0,0,1,5,3.3,4.7,4.2,4.01,19789040,27
4180,3,1668,132,2.0,1.0,4,1,0,0,0,0,3,2.7,3.6,2.0,2.69,14139220,21
4181,0,1263,58,2.0,2.0,4,1,0,1,0,1,2,3.8,2.1,2.5,2.81,7926700,40
4182,0,819,7,1.0,1.0,3,3,0,1,0,1,4,3.7,2.9,3.0,3.19,7484395,13
4183,4,1145,190,1.0,1.0,3,3,0,1,2,2,4,4.3,2.6,2.3,2.99,6855750,31
4184,2,1074,3,1.0,1.0,3,3,1,0,2,0,3,3.3,3.4,2.3,3.04,12904650,39
4185,5,1707,36,1.0,1.0,4,2,0,2,1,2,5,3.9,4.8,4.0,4.17,13057270,38
4186,3,2145,70,3.0,2.0,5,1,0,0,2,0,4,2.3,3.7,4.5,3.6,17357440,22
4187,0,737,17,1.0,1.0,2,4,0,1,2,1,5,3.0,2.3,4.1,3.41,6916665,31
4188,0,1178,109,1.0,1.0,3,4,0,2,0,1,0,4.3,4.8,4.3,4.4,6652020,28
4189,0,1261,144,2.0,2.0,4,1,1,2,2,2,1,4.7,4.3,2.3,3.42,9653285,39
4190,4,807,67,1.0,1.0,2,3,1,2,2,1,5,3.0,3.9,4.1,3.71,7603375,7
4191,2,1167,142,1.0,1.0,3,4,0,2,2,0,4,4.8,4.3,2.6,3.94,9790040,11
4192,4,1575,78,2.0,2.0,4,1,0,1,2,1,4,4.8,3.9,4.0,4.21,7629750,43
4193,4,1177,77,1.0,1.0,3,4,0,1,0,1,5,2.0,3.3,3.9,3.15,7014250,21
4194,4,1069,177,1.0,1.0,3,0,0,2,0,1,1,2.1,4.5,4.7,3.86,4661125,41
4195,0,679,120,1.0,1.0,2,0,0,2,0,1,1,2.5,4.4,4.5,3.88,5147305,27
4196,4,642,119,1.0,1.0,2,0,1,0,1,0,2,4.6,3.8,4.0,4.12,7374500,30
4197,6,1850,30,3.0,2.0,5,2,1,1,2,0,3,3.7,2.2,4.3,3.21,10235550,50
4198,1,1692,128,1.0,1.0,4,4,0,0,1,2,3,2.0,3.0,4.8,3.37,17874820,16
4199,5,1788,188,1.0,1.0,4,1,1,0,2,0,3,4.3,3.9,3.5,3.84,21217800,10
4200,0,817,40,1.0,1.0,3,4,0,0,2,2,5,4.6,4.1,4.1,4.25,11559880,12
4201,4,1639,43,2.0,2.0,4,4,1,1,2,0,4,2.5,3.3,4.5,3.54,9464500,36
4202,4,883,1,1.0,1.0,2,3,0,2,2,2,1,5.0,4.6,2.7,3.96,4491625,44
4203,6,1827,162,3.0,2.0,5,1,0,1,2,2,1,2.5,4.1,2.2,3.13,8803420,6
4204,1,1986,199,2.0,1.0,5,2,0,2,0,1,3,3.8,3.1,4.6,3.945,13245710,19
4205,6,1958,65,3.0,2.0,5,0,1,0,0,1,1,4.0,3.8,2.7,3.52,15003560,18
4206,0,870,94,1.0,1.0,3,3,0,0,2,1,4,2.5,3.2,2.9,2.84,10671275,24
4207,6,1662,15,2.0,1.0,4,4,0,1,1,2,3,4.1,2.5,2.8,2.99,7871720,41
4208,1,1835,124,2.0,1.0,5,0,0,2,0,2,5,4.5,2.0,4.0,3.675,14429740,22
4209,0,1270,179,2.0,2.0,4,3,1,2,0,1,3,4.2,2.3,3.5,3.47,10185610,34
4210,3,2292,122,4.0,2.0,6,4,1,2,2,2,4,2.8,3.2,3.7,3.28,12946500,13
4211,4,1028,99,1.0,1.0,3,4,0,0,0,0,4,4.5,5.0,4.0,4.45,10001250,15
4212,3,1865,111,3.0,2.0,5,4,1,0,2,0,5,5.0,4.9,3.3,4.29,16935440,22
4213,0,981,169,1.0,1.0,3,2,1,2,2,1,4,4.5,2.4,2.2,2.93,9347935,9
4214,4,916,113,1.0,1.0,3,3,1,2,2,0,0,3.4,5.0,2.0,3.32,5434250,45
4215,6,1908,60,3.0,2.0,5,3,1,2,2,2,3,3.5,4.2,2.5,3.52,11663490,12
4216,1,1936,58,2.0,1.0,5,3,1,2,0,2,5,2.6,4.6,2.8,3.18,15589440,38
4217,6,1926,3,3.0,2.0,5,1,0,1,2,2,5,4.1,2.7,2.5,2.99,10337000,55
4218,2,1083,34,1.0,1.0,3,2,1,0,2,0,5,3.0,5.0,3.6,3.98,14200900,38
4219,1,1780,27,1.0,1.0,4,0,1,1,0,2,5,3.6,2.2,3.9,3.37,13709340,32
4220,6,1707,94,2.0,1.0,4,1,0,0,2,0,2,4.6,4.3,4.6,4.47,13685190,52
4221,2,900,145,1.0,1.0,3,0,0,2,1,0,3,4.6,3.7,3.1,3.79,7953250,23
4222,5,1519,91,1.0,1.0,4,1,0,2,2,0,3,3.9,2.0,2.1,2.615,12332820,20
4223,5,1934,119,2.0,1.0,5,0,1,0,2,2,4,2.4,2.2,4.4,3.25,22053480,19
4224,4,1043,106,1.0,1.0,3,2,1,2,2,0,2,5.0,4.3,4.8,4.71,7356625,28
4225,4,704,1,1.0,1.0,2,3,1,2,2,2,5,2.4,2.2,3.2,2.66,7338250,39
4226,4,1539,71,2.0,2.0,4,4,0,0,0,0,0,3.0,2.6,2.7,2.76,9996000,20
4227,4,1279,182,1.0,1.0,3,4,1,2,2,1,2,5.0,2.0,4.5,3.9,6849125,24
4228,4,1568,143,2.0,2.0,4,1,1,0,2,1,0,2.6,3.6,3.9,3.42,10462500,14
4229,3,2011,119,3.0,2.0,5,3,1,0,2,0,4,3.2,3.3,4.4,3.71,17523920,16
4230,4,1566,79,2.0,2.0,4,0,0,0,2,0,0,3.6,4.4,4.1,4.04,10010000,31
4231,3,1812,196,3.0,2.0,5,4,0,0,0,2,4,3.4,3.8,3.7,3.64,14873340,7
4232,5,1729,104,1.0,1.0,4,1,0,0,2,0,4,3.0,4.6,4.2,3.94,20461220,11
4233,1,1569,187,1.0,1.0,4,4,1,1,0,1,4,2.2,3.1,3.5,2.945,11231390,32
4234,3,2068,155,3.0,2.0,5,2,1,2,2,0,4,2.5,3.5,2.0,2.6,12711220,13
4235,1,1869,69,2.0,1.0,5,1,0,2,2,0,5,3.1,4.9,4.7,4.19,15010890,36
4236,2,1271,3,2.0,1.0,4,0,0,2,2,2,4,2.4,3.6,4.5,3.51,10139270,12
4237,3,1527,121,2.0,1.0,4,2,0,1,0,0,5,2.0,4.0,2.2,2.68,10007800,10
4238,4,601,149,1.0,1.0,2,2,0,1,0,1,5,2.9,2.0,5.0,3.47,5636000,22
4239,0,1206,63,2.0,2.0,4,0,0,1,1,0,1,2.9,2.4,3.3,3.0,7877645,23
4240,1,1878,163,2.0,1.0,5,3,0,1,2,1,4,3.9,3.7,2.7,3.37,11716020,36
4241,4,884,21,1.0,1.0,2,2,0,1,1,2,0,2.9,4.9,3.8,3.86,3226250,47
4242,2,728,198,1.0,1.0,2,0,1,1,0,0,5,3.3,2.0,4.6,3.17,9368650,11
4243,4,907,104,1.0,1.0,3,1,1,1,1,1,4,2.9,2.6,3.5,3.05,7074750,15
4244,6,1534,171,2.0,1.0,4,4,0,1,2,1,1,4.6,3.5,4.1,3.96,5587150,55
4245,3,2038,155,3.0,2.0,5,2,1,0,2,0,3,2.7,2.9,2.9,2.84,16593240,22
4246,3,1512,144,2.0,1.0,4,2,0,1,2,2,5,4.9,3.9,3.9,4.2,9478820,11
4247,4,695,56,1.0,1.0,2,2,0,2,0,2,4,3.1,3.2,5.0,3.89,6356125,12
4248,6,1581,64,2.0,1.0,4,0,0,2,2,2,0,3.4,4.0,3.2,3.61,7145230,34
4249,0,1238,108,2.0,2.0,4,3,0,1,2,0,5,4.3,2.4,4.3,3.92,10626305,27
4250,4,1173,79,1.0,1.0,3,2,0,2,0,0,5,4.1,3.5,2.7,3.36,8744875,22
4251,2,797,166,1.0,1.0,2,3,1,0,0,0,5,2.9,3.4,4.1,3.46,12335200,32
4252,4,1684,182,2.0,2.0,4,3,1,2,1,1,5,4.7,2.1,4.2,3.72,10284000,6
4253,6,1974,16,3.0,2.0,5,3,0,0,2,1,2,3.6,3.4,4.0,3.63,14214940,32
4254,2,893,57,1.0,1.0,3,3,0,2,1,0,3,4.9,4.7,4.3,4.64,7727410,40
4255,4,1026,75,1.0,1.0,3,1,0,2,2,0,0,2.4,5.0,2.0,3.02,5564000,15
4256,1,1812,193,2.0,1.0,5,3,0,1,2,2,4,3.1,3.6,4.4,3.745,12391870,26
4257,0,1282,183,2.0,2.0,4,2,1,1,2,1,1,4.6,3.1,3.5,3.75,7976295,33
4258,3,2449,149,4.0,2.0,6,1,0,1,0,2,5,2.7,4.1,3.2,3.32,12572700,25
4259,2,932,95,1.0,1.0,3,1,1,2,1,1,5,4.9,4.4,3.2,4.19,9801040,12
4260,6,1564,82,2.0,1.0,4,4,1,0,2,2,5,3.8,2.1,2.0,2.5,14917750,15
4261,3,1566,113,2.0,1.0,4,3,1,2,0,2,3,3.2,2.5,3.6,3.15,10362620,5
4262,4,1266,46,1.0,1.0,3,1,0,1,2,0,1,2.6,5.0,4.5,4.08,6503500,14
4263,5,1945,174,2.0,1.0,5,4,0,2,1,1,5,4.8,3.0,2.2,3.18,13864450,15
4264,4,1649,93,2.0,2.0,4,3,1,2,0,2,1,5.0,4.9,2.6,4.01,8438625,21
4265,4,1081,160,1.0,1.0,3,0,1,1,2,1,1,4.4,3.6,4.8,4.32,5818500,8
4266,6,1889,163,3.0,2.0,5,1,1,0,2,2,2,3.4,4.6,3.0,3.82,15472200,50
4267,2,779,134,1.0,1.0,2,2,1,1,2,1,5,3.2,4.4,2.6,3.5,7883050,27
4268,2,984,92,1.0,1.0,3,3,1,0,0,2,4,2.6,4.3,3.8,3.64,13197400,8
4269,3,2495,62,4.0,2.0,6,4,1,2,2,0,4,3.6,3.1,4.9,3.97,14093240,17
4270,2,973,69,1.0,1.0,3,1,1,2,1,2,4,4.5,4.0,4.6,4.33,9869710,18
4271,1,1986,21,2.0,1.0,5,1,0,1,1,1,3,4.4,3.6,4.5,4.24,11786460,43
4272,6,1829,134,3.0,2.0,5,0,0,0,0,1,1,2.2,4.7,2.5,3.42,13009230,29
4273,2,780,168,1.0,1.0,2,0,0,1,2,1,4,2.6,2.7,3.5,2.91,6251000,36
4274,0,843,36,1.0,1.0,3,3,0,2,2,2,1,4.6,3.8,4.7,4.49,6821735,9
4275,2,913,185,1.0,1.0,3,1,0,1,1,1,3,4.6,2.2,3.1,3.19,6685100,22
4276,4,779,145,1.0,1.0,2,2,0,1,2,1,1,2.2,4.3,4.2,3.63,3219750,35
4277,5,1725,10,1.0,1.0,4,0,1,2,1,0,5,2.5,3.9,2.2,2.715,14844980,29
4278,3,2374,139,4.0,2.0,6,0,0,1,2,0,5,2.5,3.4,2.2,2.65,12406480,14
4279,2,778,187,1.0,1.0,2,1,0,0,2,1,3,2.2,3.8,3.0,3.08,9094750,21
4280,0,989,117,1.0,1.0,3,1,1,2,2,0,1,3.2,4.8,2.7,3.27,9040975,25
4281,4,1624,81,2.0,2.0,4,0,0,2,2,1,5,3.4,2.4,2.5,2.74,8743750,29
4282,6,1989,133,3.0,2.0,5,1,0,2,2,0,3,3.2,3.0,4.3,3.44,10976510,53
4283,4,1381,48,2.0,2.0,4,1,0,0,2,1,3,5.0,5.0,4.2,4.68,10106750,33
4284,4,923,129,1.0,1.0,3,1,1,2,1,1,3,3.0,2.5,4.6,3.49,6996125,10
4285,2,1034,53,1.0,1.0,3,3,0,2,2,1,4,2.4,3.8,3.0,3.14,8469580,8
4286,6,1794,67,2.0,1.0,4,1,1,2,2,1,3,2.8,2.2,4.4,3.01,10148300,45
4287,3,2471,37,4.0,2.0,6,3,0,0,0,2,5,3.4,2.8,2.6,2.9,19240040,22
4288,2,1085,51,1.0,1.0,3,3,1,2,1,0,4,4.8,2.0,3.5,3.29,10101200,37
4289,3,2070,40,3.0,2.0,5,4,1,1,2,0,4,4.1,4.7,4.0,4.24,11772340,17
4290,2,959,117,1.0,1.0,3,0,1,0,2,0,3,3.0,3.3,2.7,3.03,12492400,12
4291,4,1341,152,2.0,2.0,4,4,0,1,0,2,3,2.6,4.9,2.4,3.21,7131000,10
4292,3,1377,194,2.0,1.0,4,2,1,0,0,0,5,2.7,3.8,3.4,3.31,14392520,16
4293,6,1862,127,3.0,2.0,5,3,1,1,1,0,5,3.2,2.0,4.2,2.96,12097820,11
4294,6,1594,64,2.0,1.0,4,1,1,2,0,1,4,3.5,2.7,4.6,3.47,10163940,47
4295,2,1016,6,1.0,1.0,3,3,1,2,2,0,5,3.2,4.5,4.1,3.99,10780920,24
4296,3,2321,27,4.0,2.0,6,2,1,1,0,0,4,4.8,3.6,2.9,3.68,12756200,20
4297,0,1242,163,2.0,2.0,4,0,0,1,1,2,2,4.0,4.2,3.3,3.69,8033695,33
4298,2,707,197,1.0,1.0,2,2,1,2,2,1,5,5.0,2.7,4.5,3.93,7972690,38
4299,2,707,187,1.0,1.0,2,1,1,1,0,1,3,3.6,3.2,4.9,3.83,7197800,20
4300,0,1120,101,1.0,1.0,3,0,1,1,2,0,4,3.7,4.3,4.4,4.17,10439690,26
4301,0,774,174,1.0,1.0,2,0,1,0,2,0,4,2.8,3.0,2.5,2.69,11827040,36
4302,2,1083,74,1.0,1.0,3,2,1,1,2,0,3,2.8,2.9,3.8,3.14,9045250,23
4303,2,767,172,1.0,1.0,2,2,0,0,1,2,4,4.9,4.4,3.1,4.16,9871800,20
4304,6,1725,61,2.0,1.0,4,2,1,2,1,1,5,4.2,2.6,2.7,3.03,10994850,15
4305,4,1194,110,1.0,1.0,3,2,0,2,2,0,0,4.8,4.6,3.2,4.1,5347250,38
4306,0,1052,124,1.0,1.0,3,1,1,0,2,2,5,4.2,2.4,4.0,3.74,14737850,30
4307,0,667,71,1.0,1.0,2,4,1,1,1,2,3,3.5,4.6,3.7,3.82,7335890,6
4308,4,1369,106,2.0,2.0,4,1,0,2,2,1,4,3.6,4.8,2.1,3.36,7952375,14
4309,1,1952,14,2.0,1.0,5,1,1,0,2,2,4,3.8,2.4,2.4,2.89,22633000,15
4310,2,1228,138,2.0,1.0,4,4,0,2,0,1,3,2.8,4.8,4.6,4.14,8442110,25
4311,2,1236,132,2.0,1.0,4,0,0,1,2,1,4,4.2,4.4,4.6,4.4,8214800,36
4312,1,1988,49,2.0,1.0,5,3,1,1,2,0,3,3.4,2.0,2.1,2.53,13921240,17
4313,0,1018,22,1.0,1.0,3,1,0,2,2,2,1,2.9,4.5,3.9,3.72,7520335,29
4314,3,2120,103,3.0,2.0,5,0,0,2,2,0,3,2.3,4.8,2.2,3.01,11212900,25
4315,3,1602,29,2.0,1.0,4,3,1,1,0,2,3,2.8,4.3,4.4,3.89,9651940,17
4316,6,1916,100,3.0,2.0,5,3,0,0,2,1,5,2.4,2.0,3.1,2.43,16071420,6
4317,0,893,176,1.0,1.0,3,3,1,1,2,0,1,2.1,2.0,2.3,2.18,7700295,13
4318,1,1968,190,2.0,1.0,5,0,1,1,0,2,4,2.0,2.9,4.8,3.345,14057110,28
4319,4,1424,139,2.0,2.0,4,0,0,0,2,0,3,5.0,2.7,2.7,3.39,10936000,44
4320,2,755,56,1.0,1.0,2,0,0,2,0,0,3,4.6,3.1,3.5,3.67,7593850,18
4321,6,1643,8,2.0,1.0,4,3,1,2,2,1,2,3.7,5.0,4.2,4.44,8657220,51
4322,2,749,70,1.0,1.0,2,2,0,0,2,1,5,4.2,3.5,2.0,3.26,9390500,38
4323,5,1960,53,2.0,1.0,5,1,0,2,2,1,4,4.7,2.0,3.0,3.26,14415540,7
4324,1,1845,57,2.0,1.0,5,4,1,2,2,2,4,4.9,4.1,2.7,3.82,14408010,23
4325,3,2092,166,3.0,2.0,5,4,0,2,0,0,5,3.2,4.7,3.8,3.89,12364620,19
4326,6,1644,187,2.0,1.0,4,3,1,1,2,2,5,2.6,4.3,4.5,3.94,10563530,34
4327,5,1932,93,2.0,1.0,5,4,1,2,0,1,5,4.6,3.4,4.2,4.12,15399860,5
4328,6,1861,107,3.0,2.0,5,0,0,0,2,2,4,3.6,5.0,3.7,4.26,15793800,10
4329,1,1838,148,2.0,1.0,5,4,1,2,1,0,5,2.1,2.5,4.4,3.5032537884152344,14973480,37
4330,2,1016,52,1.0,1.0,3,0,1,1,1,2,3,3.1,4.4,2.1,3.32,8078550,37
4331,2,734,159,1.0,1.0,2,0,1,2,2,0,5,4.9,4.0,3.5,4.12,9632330,13
4332,3,1304,199,1.0,1.0,3,0,1,1,2,2,3,5.0,4.9,3.0,4.17,8718400,10
4333,0,698,46,1.0,1.0,2,3,1,0,2,1,2,3.0,2.7,3.2,3.04,9155815,21
4334,3,1476,0,2.0,1.0,4,4,0,2,2,2,4,3.2,3.7,3.8,3.59,9073040,16
4335,2,1219,4,2.0,1.0,4,3,0,0,0,1,3,2.0,2.6,3.7,2.75,12578650,19
4336,4,645,23,1.0,1.0,2,2,1,1,0,1,1,4.8,5.0,3.2,4.22,4512250,17
4337,4,1532,80,2.0,2.0,4,2,0,0,2,1,2,3.0,3.5,2.1,2.79,9484000,44
4338,3,1640,157,2.0,1.0,4,4,1,1,2,0,3,3.8,4.5,4.9,4.45,9722500,25
4339,6,1799,169,2.0,1.0,4,1,1,2,1,0,3,4.8,2.5,2.2,2.99,11762140,12
4340,2,991,169,1.0,1.0,3,2,0,1,2,0,3,2.6,3.1,3.7,3.13,7913650,11
4341,3,1890,41,3.0,2.0,5,3,1,1,2,0,5,3.7,4.3,2.3,3.32,12063380,19
4342,4,1159,55,1.0,1.0,3,3,0,1,2,0,0,3.3,4.0,2.4,3.15,4819500,44
