,PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,YEAR_BUILD,YEAR_SOLD,AGE_OF_HOUSE
4192,P03406,Karapakkam,1575,2011-01-04,78,2.0,2.0,4,AdjLand,No,1968-11-04,House,NoSeWa,No Access,RL,4.8,3.9,4.0,4.21,373858,106817,7629750,1968,2011,43
4193,P03712,Karapakkam,1177,2011-01-26,77,1.0,1.0,3,Partial,No,1990-01-31,House,AllPub,No Access,RM,2.0,3.3,3.9,3.15,245499,56114,7014250,1990,2011,21
4194,P01568,Karapakkam,1069,2012-03-16,177,1.0,1.0,3,AbNormal,No,1971-03-27,Others,AllPub,No Access,C,2.1,4.5,4.7,3.86,205090,60595,4661125,1971,2012,41
4195,P06587,Adyar,679,2009-07-19,120,1.0,1.0,2,AbNormal,No,1982-07-26,Others,AllPub,No Access,C,2.5,4.4,4.5,3.88,169861,46326,5147305,1982,2009,27
4196,P04917,Karapakkam,642,2010-04-06,119,1.0,1.0,2,AbNormal,Yes,1980-11-06,Commercial,ELO,Gravel,I,4.6,3.8,4.0,4.12,346602,169614,7374500,1980,2010,30
4197,P09640,Velachery,1850,2006-07-05,30,3.0,2.0,5,Family,Yes,1956-05-19,House,NoSeWa,Gravel,RH,3.7,2.2,4.3,3.21,317302,81884,10235550,1956,2006,50
4198,P09519,Anna Nagar,1692,2006-10-28,128,1.0,1.0,4,Partial,No,1990-01-11,Commercial,ELO,Paved,RH,2.0,3.0,4.8,3.37,679243,142999,17874820,1990,2006,16
4199,P04326,T Nagar,1788,2010-09-22,188,1.0,1.0,4,AdjLand,Yes,2000-09-24,Commercial,NoSeWa,Gravel,RH,4.3,3.9,3.5,3.84,742623,381920,21217800,2000,2010,10
4200,P09416,Adyar,817,2006-12-16,40,1.0,1.0,3,Partial,No,1994-12-19,Commercial,NoSeWa,Paved,RM,4.6,4.1,4.1,4.25,346796,173398,11559880,1994,2006,12
4201,P02577,Karapakkam,1639,2011-08-09,43,2.0,2.0,4,Partial,Yes,1975-09-17,House,NoSeWa,Gravel,RL,2.5,3.3,4.5,3.54,416438,170361,9464500,1975,2011,36
4202,P05150,Karapakkam,883,2010-04-19,1,1.0,1.0,2,Normal Sale,No,1966-04-30,Others,NoSeWa,Paved,C,5.0,4.6,2.7,3.96,170682,58391,4491625,1966,2010,44
4203,P08492,Velachery,1827,2007-09-12,162,3.0,2.0,5,AdjLand,No,2001-10-12,House,NoSeWa,Paved,C,2.5,4.1,2.2,3.13,325727,184872,8803420,2001,2007,6
4204,P07040,Anna Nagar,1986,2009-03-13,199,2.0,1.0,5,Family,No,1990-03-18,Others,AllPub,No Access,RH,3.8,3.1,4.6,3.945,516583,211931,13245710,1990,2009,19
4205,P09826,Velachery,1958,2005-04-16,65,3.0,2.0,5,AbNormal,Yes,1987-04-21,Commercial,AllPub,No Access,C,4.0,3.8,2.7,3.52,465110,210050,15003560,1987,2005,18
4206,P07294,Adyar,870,2008-12-28,94,1.0,1.0,3,Normal Sale,No,1984-04-01,Commercial,NoSeWa,No Access,RL,2.5,3.2,2.9,2.84,352152,53356,10671275,1984,2008,24
4207,P09986,Velachery,1662,2004-05-14,15,2.0,1.0,4,Partial,No,1963-05-25,House,ELO,Paved,RH,4.1,2.5,2.8,2.99,306997,149563,7871720,1963,2004,41
4208,P06858,Anna Nagar,1835,2009-05-05,124,2.0,1.0,5,AbNormal,No,1987-11-05,Others,AllPub,Paved,RM,4.5,2.0,4.0,3.675,461752,230876,14429740,1987,2009,22
4209,P02112,Adyar,1270,2011-09-12,179,2.0,2.0,4,Normal Sale,Yes,1977-12-17,Others,AllPub,No Access,RH,4.2,2.3,3.5,3.47,407424,101856,10185610,1977,2011,34
4210,P07309,KK Nagar,2292,2008-12-25,122,4.0,2.0,6,Partial,Yes,1995-12-29,Others,NoSeWa,Paved,RL,2.8,3.2,3.7,3.28,466074,245984,12946500,1995,2008,13
4211,P06200,Karapakkam,1028,2009-06-10,99,1.0,1.0,3,Partial,No,1994-10-10,Commercial,AllPub,Gravel,RL,4.5,5.0,4.0,4.45,400050,220028,10001250,1994,2009,15
4212,P06380,KK Nagar,1865,2009-03-09,111,3.0,2.0,5,Partial,Yes,1987-09-09,Commercial,NoSeWa,Gravel,RM,5.0,4.9,3.3,4.29,829837,287902,16935440,1987,2009,22
4213,P06410,Adyar,981,2009-08-25,169,1.0,1.0,3,Family,Yes,2000-08-27,Others,NoSeWa,No Access,RL,4.5,2.4,2.2,2.93,345874,56088,9347935,2000,2009,9
4214,P02738,Karapakkam,916,2011-08-08,113,1.0,1.0,3,Normal Sale,Yes,1966-08-19,Others,NoSeWa,Gravel,A,3.4,5.0,2.0,3.32,266278,114119,5434250,1966,2011,45
4215,P08757,Velachery,1908,2007-08-31,60,3.0,2.0,5,Normal Sale,Yes,1995-03-09,Others,NoSeWa,Paved,RH,3.5,4.2,2.5,3.52,373232,209943,11663490,1995,2007,12
4216,P01936,Anna Nagar,1936,2012-12-01,58,2.0,1.0,5,Normal Sale,Yes,1974-01-21,Others,AllPub,Paved,RM,2.6,4.6,2.8,3.18,420915,280610,15589440,1974,2012,38
4217,P01684,Velachery,1926,2012-02-26,3,3.0,2.0,5,AdjLand,No,1957-11-03,House,NoSeWa,Paved,RM,4.1,2.7,2.5,2.99,413480,165392,10337000,1957,2012,55
4218,P08693,Chrompet,1083,2007-09-18,34,1.0,1.0,3,Family,Yes,1969-09-27,Commercial,NoSeWa,Gravel,RM,3.0,5.0,3.6,3.98,397625,213014,14200900,1969,2007,38
4219,P07094,Anna Nagar,1780,2009-02-28,27,1.0,1.0,4,AbNormal,Yes,1977-08-03,House,AllPub,Paved,RM,3.6,2.2,3.9,3.37,520955,178221,13709340,1977,2009,32
4220,P06076,Velachery,1707,2009-10-28,94,2.0,1.0,4,AdjLand,No,1957-10-11,Commercial,NoSeWa,Gravel,I,4.6,4.3,4.6,4.47,547408,95796,13685190,1957,2009,52
4221,P03655,Chrompet,900,2011-07-02,145,1.0,1.0,3,AbNormal,No,1988-02-13,Others,ELO,Gravel,RH,4.6,3.7,3.1,3.79,230644,47720,7953250,1988,2011,23
4222,P09448,T Nagar,1519,2006-01-12,91,1.0,1.0,4,AdjLand,No,1986-06-12,Others,NoSeWa,Gravel,RH,3.9,2.0,2.1,2.615,332986,209658,12332820,1986,2006,20
4223,P08688,T Nagar,1934,2007-09-21,119,2.0,1.0,5,AbNormal,Yes,1988-09-25,Commercial,NoSeWa,Paved,RL,2.4,2.2,4.4,3.25,838032,154374,22053480,1988,2007,19
4224,P05980,Karapakkam,1043,2009-11-16,106,1.0,1.0,3,Family,Yes,1981-11-23,Others,NoSeWa,Gravel,I,5.0,4.3,4.8,4.71,323692,183916,7356625,1981,2009,28
4225,P04304,Karapakkam,704,2010-09-26,1,1.0,1.0,2,Normal Sale,Yes,1971-06-10,Others,NoSeWa,Paved,RM,2.4,2.2,3.2,2.66,352236,168780,7338250,1971,2010,39
4226,P04191,Karapakkam,1539,2010-10-19,71,2.0,2.0,4,Partial,No,1990-10-24,Commercial,AllPub,Gravel,A,3.0,2.6,2.7,2.76,309876,169932,9996000,1990,2010,20
4227,P04115,Karapakkam,1279,2010-03-11,182,1.0,1.0,3,Partial,Yes,1986-09-11,Others,NoSeWa,No Access,I,5.0,2.0,4.5,3.9,219172,89039,6849125,1986,2010,24
4228,P03902,Karapakkam,1568,2010-12-17,143,2.0,2.0,4,AdjLand,Yes,1996-12-20,Commercial,NoSeWa,No Access,A,2.6,3.6,3.9,3.42,376650,209250,10462500,1996,2010,14
4229,P08133,KK Nagar,2011,2008-04-13,119,3.0,2.0,5,Normal Sale,Yes,1992-04-17,Commercial,NoSeWa,Gravel,RL,3.2,3.3,4.4,3.71,560765,315431,17523920,1992,2008,16
4230,P05776,Karapakkam,1566,2009-12-24,79,2.0,2.0,4,AbNormal,No,1978-01-01,Commercial,NoSeWa,Gravel,A,3.6,4.4,4.1,4.04,350350,190190,10010000,1978,2009,31
4231,P03224,KK Nagar,1812,2011-02-05,196,3.0,2.0,5,Partial,No,2004-03-05,Commercial,AllPub,Paved,RL,3.4,3.8,3.7,3.64,699047,297467,14873340,2004,2011,7
4232,P06052,T Nagar,1729,2009-02-11,104,1.0,1.0,4,AdjLand,No,1998-05-11,Commercial,NoSeWa,Gravel,RL,3.0,4.6,4.2,3.94,716143,225073,20461220,1998,2009,11
4233,P07818,Anna Nagar,1569,2008-07-23,187,1.0,1.0,4,Partial,Yes,1976-07-31,House,AllPub,No Access,RL,2.2,3.1,3.5,2.945,336942,67388,11231390,1976,2008,32
4234,P05383,KK Nagar,2068,2010-06-03,155,3.0,2.0,5,Family,Yes,1997-09-03,Others,NoSeWa,Gravel,RL,2.5,3.5,2.0,2.6,419470,139823,12711220,1997,2010,13
4235,P01215,Anna Nagar,1869,2012-10-21,69,2.0,1.0,5,AdjLand,No,1976-10-30,Others,NoSeWa,Gravel,RM,3.1,4.9,4.7,4.19,525381,105076,15010890,1976,2012,36
4236,P00738,Chrompet,1271,2013-08-27,3,2.0,1.0,4,AbNormal,No,2001-08-30,Others,NoSeWa,Paved,RL,2.4,3.6,4.5,3.51,314317,121671,10139270,2001,2013,12
4237,P05359,KK Nagar,1527,2010-11-03,121,2.0,1.0,4,Family,No,2000-03-13,House,AllPub,Gravel,RM,2.0,4.0,2.2,2.68,390304,230179,10007800,2000,2010,10
4238,P03420,Karapakkam,601,2011-03-30,149,1.0,1.0,2,Family,No,1989-04-04,House,AllPub,No Access,RM,2.9,2.0,5.0,3.47,169080,84540,5636000,1989,2011,22
4239,P08460,Adyar,1206,2007-12-24,63,2.0,2.0,4,AbNormal,No,1984-12-29,House,ELO,Gravel,C,2.9,2.4,3.3,3.0,283595,102409,7877645,1984,2007,23
4240,P09036,Anna Nagar,1878,2007-06-05,163,2.0,1.0,5,Normal Sale,No,1971-05-15,House,NoSeWa,No Access,RL,3.9,3.7,2.7,3.37,316333,93728,11716020,1971,2007,36
4241,P02865,Karapakkam,884,2011-09-07,21,1.0,1.0,2,Family,No,1964-07-20,House,ELO,Paved,A,2.9,4.9,3.8,3.86,106466,61299,3226250,1964,2011,47
4242,P05969,Chrompet,728,2009-11-19,198,1.0,1.0,2,AbNormal,Yes,1998-11-22,House,AllPub,Gravel,RM,3.3,2.0,4.6,3.17,252954,74949,9368650,1998,2009,11
4243,P04187,Karapakkam,907,2010-10-20,104,1.0,1.0,3,AdjLand,Yes,1995-10-24,House,ELO,No Access,RL,2.9,2.6,3.5,3.05,353738,155645,7074750,1995,2010,15
4244,P08358,Velachery,1534,2008-01-02,171,2.0,1.0,4,Partial,No,1953-02-14,House,NoSeWa,No Access,C,4.6,3.5,4.1,3.96,189963,67046,5587150,1953,2008,55
4245,P06736,KK Nagar,2038,2009-09-06,155,3.0,2.0,5,Family,Yes,1987-06-15,Commercial,NoSeWa,Gravel,RH,2.7,2.9,2.9,2.84,580763,348458,16593240,1987,2009,22
4246,P04630,KK Nagar,1512,2010-07-28,144,2.0,1.0,4,Family,No,1999-07-31,House,NoSeWa,Paved,RM,4.9,3.9,3.9,4.2,331759,94788,9478820,1999,2010,11
4247,P05704,Karapakkam,695,2010-08-01,56,1.0,1.0,2,Family,No,1998-11-01,Others,AllPub,Paved,RL,3.1,3.2,5.0,3.89,305094,133479,6356125,1998,2010,12
4248,P07176,Velachery,1581,2009-01-28,64,2.0,1.0,4,AbNormal,No,1975-06-02,Others,NoSeWa,Paved,A,3.4,4.0,3.2,3.61,242938,100033,7145230,1975,2009,34
4249,P04048,Adyar,1238,2010-11-17,108,2.0,2.0,4,Normal Sale,No,1983-11-24,House,NoSeWa,Gravel,RM,4.3,2.4,4.3,3.92,329415,10626,10626305,1983,2010,27
4250,P05222,Karapakkam,1173,2010-07-04,79,1.0,1.0,3,Family,No,1988-12-04,Others,AllPub,Gravel,RM,4.1,3.5,2.7,3.36,367285,131173,8744875,1988,2010,22
4251,P00085,Chrompet,797,2014-12-22,166,1.0,1.0,2,Normal Sale,Yes,1982-12-30,Commercial,AllPub,Gravel,RM,2.9,3.4,4.1,3.46,394726,209698,12335200,1982,2014,32
4252,P04034,Karapakkam,1684,2010-11-20,182,2.0,2.0,4,Normal Sale,Yes,2004-11-21,Others,ELO,No Access,RM,4.7,2.1,4.2,3.72,390792,154260,10284000,2004,2010,6
4253,P02111,Velachery,1974,2011-09-12,16,3.0,2.0,5,Normal Sale,No,1979-12-17,Commercial,NoSeWa,No Access,I,3.6,3.4,4.0,3.63,454878,170579,14214940,1979,2011,32
4254,P04538,Chrompet,893,2010-12-08,57,1.0,1.0,3,Normal Sale,No,1970-08-22,Others,ELO,Gravel,RH,4.9,4.7,4.3,4.64,247277,115911,7727410,1970,2010,40
4255,P05934,Karapakkam,1026,2009-11-25,75,1.0,1.0,3,AdjLand,No,1994-11-29,Others,NoSeWa,Gravel,A,2.4,5.0,2.0,3.02,211432,89024,5564000,1994,2009,15
4256,P06939,Anna Nagar,1812,2009-04-14,193,2.0,1.0,5,Normal Sale,No,1983-04-21,House,NoSeWa,Paved,RL,3.1,3.6,4.4,3.745,458499,111527,12391870,1983,2009,26
4257,P01574,Adyar,1282,2012-03-15,183,2.0,2.0,4,Family,Yes,1979-03-24,House,NoSeWa,No Access,C,4.6,3.1,3.5,3.75,279170,103692,7976295,1979,2012,33
4258,P06716,KK Nagar,2449,2009-06-17,149,4.0,2.0,6,AdjLand,No,1984-06-23,House,AllPub,Paved,RM,2.7,4.1,3.2,3.32,528053,289172,12572700,1984,2009,25
4259,P04208,Chrompet,932,2010-10-17,95,1.0,1.0,3,AdjLand,Yes,1998-10-20,Others,ELO,No Access,RM,4.9,4.4,3.2,4.19,323434,147016,9801040,1998,2010,12
4260,P02791,Velachery,1564,2011-07-26,82,2.0,1.0,4,Partial,Yes,1996-07-29,Commercial,NoSeWa,Paved,RM,3.8,2.1,2.0,2.5,581792,179013,14917750,1996,2011,15
4261,P06898,KK Nagar,1566,2009-04-25,113,2.0,1.0,4,Normal Sale,Yes,2004-04-26,Others,AllPub,Paved,RH,3.2,2.5,3.6,3.15,331604,238340,10362620,2004,2009,5
4262,P05217,Karapakkam,1266,2010-09-04,46,1.0,1.0,3,AdjLand,No,1996-12-04,House,NoSeWa,Gravel,C,2.6,5.0,4.5,4.08,247133,71539,6503500,1996,2010,14
4263,P08692,T Nagar,1945,2007-09-19,174,2.0,1.0,5,Partial,No,1992-09-22,Others,ELO,No Access,RM,4.8,3.0,2.2,3.18,540714,124780,13864450,1992,2007,15
4264,P02671,Karapakkam,1649,2011-08-21,93,2.0,2.0,4,Normal Sale,Yes,1990-08-26,Others,AllPub,Paved,C,5.0,4.9,2.6,4.01,413493,118141,8438625,1990,2011,21
4265,P03761,Karapakkam,1081,2011-01-14,160,1.0,1.0,3,AbNormal,Yes,2003-01-16,House,NoSeWa,No Access,C,4.4,3.6,4.8,4.32,256014,52367,5818500,2003,2011,8
4266,P08869,Velachery,1889,2007-07-17,163,3.0,2.0,5,AdjLand,Yes,1957-07-29,Commercial,NoSeWa,Paved,I,3.4,4.6,3.0,3.82,464166,123778,15472200,1957,2007,50
4267,P08351,Chrompet,779,2008-04-02,134,1.0,1.0,2,Family,Yes,1981-10-02,House,NoSeWa,No Access,RM,3.2,4.4,2.6,3.5,212842,102480,7883050,1981,2008,27
4268,P08601,Chrompet,984,2007-10-26,92,1.0,1.0,3,Normal Sale,Yes,1999-10-28,Commercial,AllPub,Paved,RL,2.6,4.3,3.8,3.64,395922,92382,13197400,1999,2007,8
4269,P08109,KK Nagar,2495,2008-04-23,62,4.0,2.0,6,Partial,Yes,1991-04-28,Others,NoSeWa,Gravel,RL,3.6,3.1,4.9,3.97,436890,112746,14093240,1991,2008,17
4270,P08691,Chrompet,973,2007-09-19,69,1.0,1.0,3,AdjLand,Yes,1989-09-23,Others,ELO,Paved,RL,4.5,4.0,4.6,4.33,305961,59218,9869710,1989,2007,18
4271,P07914,Anna Nagar,1986,2008-06-26,21,2.0,1.0,5,AdjLand,No,1965-07-07,House,ELO,No Access,RH,4.4,3.6,4.5,4.24,424313,223943,11786460,1965,2008,43
4272,P02158,Velachery,1829,2011-11-27,134,3.0,2.0,5,AbNormal,No,1982-04-12,Commercial,AllPub,No Access,C,2.2,4.7,2.5,3.42,390277,143102,13009230,1982,2011,29
4273,P02372,Chrompet,780,2011-10-16,168,1.0,1.0,2,AbNormal,No,1975-10-25,House,NoSeWa,No Access,RL,2.6,2.7,3.5,2.91,181279,87514,6251000,1975,2011,36
4274,P06146,Adyar,843,2009-10-13,36,1.0,1.0,3,Normal Sale,No,2000-10-15,Others,NoSeWa,Paved,C,4.6,3.8,4.7,4.49,225117,13643,6821735,2000,2009,9
4275,P07395,Chrompet,913,2008-11-26,185,1.0,1.0,3,AdjLand,No,1986-02-12,House,ELO,No Access,RH,4.6,2.2,3.1,3.19,200553,93591,6685100,1986,2008,22
4276,P06312,Karapakkam,779,2009-09-15,145,1.0,1.0,2,Family,No,1974-09-24,House,NoSeWa,No Access,C,2.2,4.3,4.2,3.63,125570,38637,3219750,1974,2009,35
4277,P03256,T Nagar,1725,2011-04-25,10,1.0,1.0,4,AbNormal,Yes,1982-02-05,Others,ELO,Gravel,RM,2.5,3.9,2.2,2.715,534419,89070,14844980,1982,2011,29
4278,P08300,KK Nagar,2374,2008-02-23,139,4.0,2.0,6,AbNormal,No,1994-02-26,House,NoSeWa,Gravel,RM,2.5,3.4,2.2,2.65,620324,99252,12406480,1994,2008,14
4279,P07696,Chrompet,778,2008-08-30,187,1.0,1.0,2,AdjLand,No,1987-05-09,Commercial,NoSeWa,No Access,RH,2.2,3.8,3.0,3.08,272843,36379,9094750,1987,2008,21
4280,P03109,Adyar,989,2011-05-25,117,1.0,1.0,3,AdjLand,Yes,1986-05-31,Others,NoSeWa,Gravel,C,3.2,4.8,2.7,3.27,307393,45205,9040975,1986,2011,25
4281,P03056,Karapakkam,1624,2011-04-06,81,2.0,2.0,4,AbNormal,No,1982-11-06,Others,NoSeWa,No Access,RM,3.4,2.4,2.5,2.74,262313,209850,8743750,1982,2011,29
4282,P07807,Velachery,1989,2008-07-26,133,3.0,2.0,5,AdjLand,No,1955-09-08,Others,NoSeWa,Gravel,RH,3.2,3.0,4.3,3.44,406131,109765,10976510,1955,2008,53
4283,P01780,Karapakkam,1381,2012-09-02,48,2.0,2.0,4,AdjLand,No,1979-02-17,Commercial,NoSeWa,No Access,RH,5.0,5.0,4.2,4.68,333523,161708,10106750,1979,2012,33
4284,P01798,Karapakkam,923,2012-06-02,129,1.0,1.0,3,AdjLand,Yes,2002-08-02,Others,ELO,No Access,RH,3.0,2.5,4.6,3.49,300833,125930,6996125,2002,2012,10
4285,P02729,Chrompet,1034,2011-10-08,53,1.0,1.0,3,Normal Sale,No,2003-12-08,Others,NoSeWa,No Access,RL,2.4,3.8,3.0,3.14,228679,143983,8469580,2003,2011,8
4286,P02335,Velachery,1794,2011-10-22,67,2.0,1.0,4,AdjLand,Yes,1966-02-11,Others,NoSeWa,No Access,RH,2.8,2.2,4.4,3.01,365339,162373,10148300,1966,2011,45
4287,P01956,KK Nagar,2471,2012-09-01,37,4.0,2.0,6,Normal Sale,No,1990-01-14,Commercial,AllPub,Paved,RM,3.4,2.8,2.6,2.9,865802,481001,19240040,1990,2012,22
4288,P05356,Chrompet,1085,2010-11-03,51,1.0,1.0,3,Normal Sale,Yes,1973-03-20,Others,ELO,Gravel,RL,4.8,2.0,3.5,3.29,333340,101012,10101200,1973,2010,37
4289,P07724,KK Nagar,2070,2008-08-20,40,3.0,2.0,5,Partial,Yes,1991-08-25,House,NoSeWa,Gravel,RL,4.1,4.7,4.0,4.24,529755,94179,11772340,1991,2008,17
4290,P07663,Chrompet,959,2008-08-09,117,1.0,1.0,3,AbNormal,Yes,1996-11-09,Commercial,NoSeWa,Gravel,RH,3.0,3.3,2.7,3.03,337295,199878,12492400,1996,2008,12
4291,P02860,Karapakkam,1341,2011-10-07,152,2.0,2.0,4,Partial,No,2001-12-07,House,AllPub,Paved,RH,2.6,4.9,2.4,3.21,278109,164013,7131000,2001,2011,10
4292,P05449,KK Nagar,1377,2010-02-22,194,2.0,1.0,4,Family,Yes,1994-02-26,Commercial,AllPub,Gravel,RM,2.7,3.8,3.4,3.31,446168,215888,14392520,1994,2010,16
4293,P02768,Velachery,1862,2011-02-08,127,3.0,2.0,5,Normal Sale,Yes,2000-04-08,House,ELO,Gravel,RM,3.2,2.0,4.2,2.96,411326,241956,12097820,2000,2011,11
4294,P09773,Velachery,1594,2005-08-21,64,2.0,1.0,4,AdjLand,Yes,1958-02-09,Others,AllPub,No Access,RL,3.5,2.7,4.6,3.47,304918,111803,10163940,1958,2005,47
4295,P00952,Chrompet,1016,2013-09-04,6,1.0,1.0,3,Normal Sale,Yes,1989-04-15,Others,NoSeWa,Gravel,RM,3.2,4.5,4.1,3.99,291085,107809,10780920,1989,2013,24
4296,P01816,KK Nagar,2321,2012-03-02,27,4.0,2.0,6,Family,Yes,1992-08-02,House,AllPub,Gravel,RL,4.8,3.6,2.9,3.68,612298,306149,12756200,1992,2012,20
4297,P05684,Adyar,1242,2010-12-01,163,2.0,2.0,4,AbNormal,No,1977-01-20,House,ELO,Paved,I,4.0,4.2,3.3,3.69,273146,72303,8033695,1977,2010,33
4298,P00600,Chrompet,707,2013-06-12,197,1.0,1.0,2,Family,Yes,1975-12-16,Others,NoSeWa,No Access,RM,5.0,2.7,4.5,3.93,263099,127563,7972690,1975,2013,38
4299,P02376,Chrompet,707,2011-10-16,187,1.0,1.0,2,AdjLand,Yes,1991-10-21,House,AllPub,No Access,RH,3.6,3.2,4.9,3.83,230330,43187,7197800,1991,2011,20
4300,P05500,Adyar,1120,2010-02-13,101,1.0,1.0,3,AbNormal,Yes,1984-02-20,House,NoSeWa,Gravel,RL,3.7,4.3,4.4,4.17,407148,41759,10439690,1984,2010,26
4301,P08925,Adyar,774,2007-06-16,174,1.0,1.0,2,AbNormal,Yes,1971-06-25,Commercial,NoSeWa,Gravel,RL,2.8,3.0,2.5,2.69,413946,70962,11827040,1971,2007,36
4302,P00386,Chrompet,1083,2014-05-24,74,1.0,1.0,3,Family,Yes,1991-05-30,House,NoSeWa,Gravel,RH,2.8,2.9,3.8,3.14,289448,72362,9045250,1991,2014,23
4303,P08278,Chrompet,767,2008-01-03,172,1.0,1.0,2,Family,No,1988-06-03,Commercial,ELO,Paved,RL,4.9,4.4,3.1,4.16,315898,39487,9871800,1988,2008,20
4304,P09785,Velachery,1725,2005-07-27,61,2.0,1.0,4,Family,Yes,1990-07-31,Others,ELO,No Access,RM,4.2,2.6,2.7,3.03,340840,208902,10994850,1990,2005,15
4305,P03107,Karapakkam,1194,2011-05-25,110,1.0,1.0,3,Family,No,1973-03-06,Others,NoSeWa,Gravel,A,4.8,4.6,3.2,4.1,229932,64167,5347250,1973,2011,38
4306,P08380,Adyar,1052,2008-01-23,124,1.0,1.0,3,AdjLand,Yes,1978-01-30,Commercial,NoSeWa,Paved,RM,4.2,2.4,4.0,3.74,530563,147379,14737850,1978,2008,30
4307,P05446,Adyar,667,2010-02-22,71,1.0,1.0,2,Partial,Yes,2004-02-24,House,ELO,Paved,RH,3.5,4.6,3.7,3.82,278764,7336,7335890,2004,2010,6
4308,P03880,Karapakkam,1369,2010-12-23,106,2.0,2.0,4,AdjLand,No,1996-12-26,Others,NoSeWa,No Access,RL,3.6,4.8,2.1,3.36,246524,143143,7952375,1996,2010,14
4309,P06928,Anna Nagar,1952,2009-04-16,14,2.0,1.0,5,AdjLand,Yes,1994-04-20,Commercial,NoSeWa,Paved,RL,3.8,2.4,2.4,2.89,792155,135798,22633000,1994,2009,15
4310,P08421,Chrompet,1228,2008-08-01,138,2.0,1.0,4,Partial,No,1983-01-14,Others,AllPub,No Access,RH,2.8,4.8,4.6,4.14,236379,42211,8442110,1983,2008,25
4311,P08739,Chrompet,1236,2007-05-09,132,2.0,1.0,4,AbNormal,No,1971-09-14,House,NoSeWa,No Access,RL,4.2,4.4,4.6,4.4,221800,65718,8214800,1971,2007,36
4312,P05682,Anna Nagar,1988,2010-01-13,49,2.0,1.0,5,Normal Sale,Yes,1993-01-17,House,NoSeWa,Gravel,RH,3.4,2.0,2.1,2.53,431558,236661,13921240,1993,2010,17
4313,P03330,Adyar,1018,2011-12-04,22,1.0,1.0,3,AdjLand,No,1982-04-19,Others,NoSeWa,Paved,C,2.9,4.5,3.9,3.72,285773,22561,7520335,1982,2011,29
4314,P04234,KK Nagar,2120,2010-10-10,103,3.0,2.0,5,AbNormal,No,1985-10-16,Others,NoSeWa,Gravel,RH,2.3,4.8,2.2,3.01,381239,123342,11212900,1985,2010,25
4315,P03749,KK Nagar,1602,2011-01-17,29,2.0,1.0,4,Normal Sale,Yes,1994-01-21,House,AllPub,Paved,RH,2.8,4.3,4.4,3.89,424685,144779,9651940,1994,2011,17
4316,P09815,Velachery,1916,2005-05-18,100,3.0,2.0,5,Normal Sale,No,1999-05-20,Commercial,NoSeWa,No Access,RM,2.4,2.0,3.1,2.43,594643,337500,16071420,1999,2005,6
4317,P04500,Adyar,893,2010-08-19,176,1.0,1.0,3,Normal Sale,Yes,1997-08-22,House,NoSeWa,Gravel,C,2.1,2.0,2.3,2.18,284911,69303,7700295,1997,2010,13
4318,P06807,Anna Nagar,1968,2009-05-17,190,2.0,1.0,5,AbNormal,Yes,1981-05-24,House,AllPub,Paved,RL,2.0,2.9,4.8,3.345,506056,253028,14057110,1981,2009,28
4319,P04919,Karapakkam,1424,2010-03-06,139,2.0,2.0,4,AbNormal,No,1966-06-14,Commercial,NoSeWa,Gravel,RH,5.0,2.7,2.7,3.39,328080,196848,10936000,1966,2010,44
4320,P09229,Chrompet,755,2007-02-18,56,1.0,1.0,2,AbNormal,No,1989-02-22,Others,AllPub,Gravel,RH,4.6,3.1,3.5,3.67,250597,129095,7593850,1989,2007,18
4321,P07660,Velachery,1643,2008-08-09,8,2.0,1.0,4,Normal Sale,Yes,1957-09-21,Others,NoSeWa,No Access,I,3.7,5.0,4.2,4.44,337632,69258,8657220,1957,2008,51
4322,P04815,Chrompet,749,2010-06-26,70,1.0,1.0,2,Family,No,1972-05-07,Commercial,NoSeWa,No Access,RM,4.2,3.5,2.0,3.26,281715,112686,9390500,1972,2010,38
4323,P09417,T Nagar,1960,2006-12-16,53,2.0,1.0,5,AdjLand,No,1999-12-18,Others,NoSeWa,No Access,RL,4.7,2.0,3.0,3.26,518959,245064,14415540,1999,2006,7
4324,P01399,Anna Nagar,1845,2012-04-06,57,2.0,1.0,5,Partial,Yes,1989-10-06,Others,NoSeWa,Paved,RL,4.9,4.1,2.7,3.82,374608,259344,14408010,1989,2012,23
4325,P03674,KK Nagar,2092,2011-03-02,166,3.0,2.0,5,Partial,No,1992-08-02,Others,AllPub,Gravel,RM,3.2,4.7,3.8,3.89,457491,160740,12364620,1992,2011,19
4326,P09628,Velachery,1644,2006-03-06,187,2.0,1.0,4,Normal Sale,Yes,1972-11-06,House,NoSeWa,Paved,RM,2.6,4.3,4.5,3.94,338033,137326,10563530,1972,2006,34
4327,P00350,T Nagar,1932,2014-06-13,93,2.0,1.0,5,Partial,Yes,2009-06-14,Others,AllPub,No Access,RM,4.6,3.4,4.2,4.12,569795,230998,15399860,2009,2014,5
