,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,AGE_OF_HOUSE,OVERALL_PRICE
3537,0,1182,193,1.0,1.0,3,4,0,0,2,1,4,4.9,2.3,2.2,3.03,5,13760521
3538,5,1539,100,1.0,1.0,4,2,0,0,2,0,3,2.1,5.0,3.0,3.23,32,17744002
3539,4,1636,5,2.0,2.0,4,4,0,2,0,1,0,2.2,4.6,2.9,3.2,35,6001608
3540,4,1088,178,1.0,1.0,3,2,0,2,2,2,3,4.1,2.7,4.3,3.76,32,6832864
3541,4,1229,78,1.0,1.0,3,4,1,1,0,0,3,2.0,2.6,2.1,2.22,20,8540768
3542,0,848,125,1.0,1.0,3,0,0,2,2,0,0,3.4,4.8,4.9,4.43,20,6902991
3543,2,1209,148,2.0,1.0,4,2,1,0,0,0,3,3.9,4.1,4.3,4.1,5,15503658
3544,3,2041,85,3.0,2.0,5,3,0,1,2,2,3,2.1,5.0,2.2,3.01,19,10077563
3545,0,618,22,1.0,1.0,2,0,0,2,2,0,0,4.1,3.2,4.5,4.12,13,5740622
3546,1,1750,124,1.0,1.0,4,2,0,1,2,0,4,2.5,3.0,3.7,3.105,34,12417133
3547,1,1816,131,2.0,1.0,5,4,0,2,1,1,5,4.2,4.6,4.6,4.46,18,13779699
3548,4,793,153,1.0,1.0,2,2,0,2,2,1,2,4.7,4.3,2.1,3.54,21,4622955
3549,6,1737,109,2.0,1.0,4,2,0,0,0,0,1,2.6,2.9,5.0,3.46,34,13868489
3550,0,658,155,1.0,1.0,2,1,0,1,0,1,0,3.8,2.9,2.9,3.17,18,4672400
3551,0,1219,189,2.0,2.0,4,1,0,2,1,2,5,2.7,3.3,2.0,2.47,12,11679787
3552,4,1272,181,1.0,1.0,3,3,0,0,0,0,3,2.4,3.5,2.2,2.65,37,10896535
3553,2,919,72,1.0,1.0,3,2,1,1,1,0,4,3.0,3.8,2.6,3.2,23,9280523
3554,1,1741,46,1.0,1.0,4,2,0,2,0,1,4,2.2,2.7,3.5,2.845,36,12643316
3555,1,1984,160,2.0,1.0,5,1,0,2,1,2,5,3.5,3.5,5.0,4.1,26,15868576
3556,3,2202,104,3.0,2.0,5,2,1,0,0,2,5,2.4,3.5,4.1,3.41,14,19678686
3557,0,630,52,1.0,1.0,2,1,1,2,2,0,1,2.9,4.7,2.8,3.21,19,7688082
3558,3,1344,89,2.0,1.0,4,0,0,0,0,2,5,4.6,4.0,5.0,4.58,8,13820638
3559,4,915,25,1.0,1.0,3,4,0,0,0,1,1,3.0,5.0,2.2,3.28,43,6250753
3560,6,1884,142,3.0,2.0,5,2,0,1,2,1,1,3.4,2.9,2.3,2.85,50,7210880
3561,5,1989,46,2.0,1.0,5,2,0,1,1,2,4,4.3,2.8,5.0,4.24,37,13324515
3562,0,730,87,1.0,1.0,2,4,1,1,2,0,3,2.7,3.0,2.8,2.81,21,8098476
3563,2,1081,172,1.0,1.0,3,4,1,1,1,2,4,4.4,2.0,2.2,2.78,33,9079134
3564,2,1198,73,1.0,1.0,3,3,1,0,1,2,3,3.0,4.8,2.4,3.54,15,14354645
3565,2,927,40,1.0,1.0,3,0,0,1,0,1,5,3.3,4.3,4.3,4.0,15,8435839
3566,6,1611,115,2.0,1.0,4,4,0,1,2,0,4,2.4,2.4,4.0,2.88,24,9773188
3567,0,655,22,1.0,1.0,2,1,1,0,0,2,4,2.4,3.1,3.2,2.94,7,11866572
3568,6,1634,111,2.0,1.0,4,1,1,0,2,0,2,4.8,3.4,3.2,3.69,19,15562156
3569,3,1762,28,2.0,1.0,4,4,0,0,2,2,5,4.1,4.2,4.8,4.41,28,15261924
3570,3,2049,7,3.0,2.0,5,3,0,1,0,2,3,2.8,2.3,3.2,2.81,11,10600547
3571,6,1711,148,2.0,1.0,4,0,0,0,0,0,3,4.2,2.7,3.8,3.41,26,15143500
3572,3,1807,53,3.0,2.0,5,4,1,0,2,2,5,3.6,4.9,3.3,3.87,23,16949158
3573,4,591,106,1.0,1.0,2,0,1,0,2,1,4,2.9,3.2,4.0,3.43,31,7535074
3574,5,1827,98,2.0,1.0,5,4,1,0,0,1,4,2.4,3.4,4.0,3.37,13,21460214
3575,0,789,197,1.0,1.0,2,1,1,0,1,1,3,2.3,4.5,2.8,2.99,25,11071674
3576,0,1299,20,2.0,2.0,4,3,0,0,1,0,5,4.5,3.3,4.6,4.31,40,16574854
3577,0,786,197,1.0,1.0,2,2,0,2,1,0,3,2.9,3.2,2.8,2.91,31,7718250
3578,6,1726,89,2.0,1.0,4,0,1,1,1,2,0,4.1,3.9,2.9,3.65,42,8037795
3579,5,1790,82,1.0,1.0,4,0,1,2,2,2,4,3.6,2.4,2.2,2.67,21,14783009
3580,0,691,182,1.0,1.0,2,0,0,1,1,1,2,3.0,3.4,4.6,3.88,26,5289815
3581,3,1405,75,2.0,1.0,4,2,1,2,2,2,4,4.3,2.1,3.7,3.4,11,10699463
3582,0,1009,164,1.0,1.0,3,3,1,0,2,2,3,3.8,4.6,4.6,4.36,11,13691636
3583,1,1525,114,1.0,1.0,4,2,1,0,0,0,5,4.7,4.7,5.0,4.82,31,20609126
3584,6,1847,186,3.0,2.0,5,4,1,1,2,0,4,4.7,2.0,4.7,3.49,13,11920750
3585,2,1250,47,2.0,1.0,4,0,1,0,2,2,5,4.5,4.5,3.4,4.17,17,16225690
3586,4,804,179,1.0,1.0,2,3,1,2,2,1,2,4.1,3.9,3.0,3.6,7,6287494
3587,3,2117,133,3.0,2.0,5,0,1,2,2,2,4,2.4,4.0,2.1,2.76,17,13111402
3588,3,2018,145,3.0,2.0,5,3,1,2,2,0,4,2.0,4.8,4.4,3.8,21,13131882
3589,2,942,74,1.0,1.0,3,3,0,2,1,2,3,2.8,3.7,3.4,3.34,26,7899990
3590,0,777,196,1.0,1.0,2,4,1,2,2,1,5,4.7,4.5,2.0,3.31,25,8849345
3591,5,1695,194,1.0,1.0,4,1,1,1,2,0,3,3.9,4.1,3.6,3.815,22,13671409
3592,0,902,175,1.0,1.0,3,0,0,0,2,0,1,2.8,4.2,2.8,3.08,5,11041969
3593,6,1904,89,3.0,2.0,5,0,0,2,1,2,0,5.0,2.6,4.1,3.65,24,8972543
3594,1,1536,19,1.0,1.0,4,2,0,2,2,1,3,2.8,3.7,4.7,3.785,43,10613913
3595,4,827,39,1.0,1.0,2,1,1,2,2,0,4,3.3,2.1,4.8,3.54,17,8830740
3596,6,1553,158,2.0,1.0,4,0,0,1,2,0,0,3.5,2.2,3.9,3.04,54,6812027
3597,2,768,46,1.0,1.0,2,1,1,1,2,1,3,3.6,3.4,3.3,3.43,19,7458724
3598,2,1245,26,2.0,1.0,4,2,0,0,0,2,5,2.8,2.0,3.5,2.69,8,15141884
3599,6,1662,55,2.0,1.0,4,0,1,2,1,2,0,3.2,4.5,2.2,3.49,30,8891381
3600,3,1958,94,3.0,2.0,5,0,0,1,0,0,4,4.5,2.3,2.6,3.08,21,11338783
3601,3,2281,124,4.0,2.0,6,0,1,0,2,0,4,2.2,4.0,4.6,3.7,13,20494719
3602,6,1908,73,3.0,2.0,5,0,1,1,2,1,1,4.5,3.3,5.0,4.11,35,8932495
3603,0,916,50,1.0,1.0,3,0,1,2,1,1,5,2.5,4.4,3.9,3.58,34,9791999
3604,2,1101,24,1.0,1.0,3,2,1,1,2,1,3,3.6,3.4,3.1,3.37,9,8763376
3605,1,1518,142,1.0,1.0,4,1,1,2,1,1,4,4.8,5.0,2.1,3.77,33,13014524
3606,0,1049,10,1.0,1.0,3,2,1,0,1,1,1,2.8,3.5,3.6,3.34,20,11618707
3607,4,736,120,1.0,1.0,2,0,1,1,0,1,4,3.6,2.4,4.1,3.44,29,6683036
3608,0,693,69,1.0,1.0,2,3,0,1,2,0,4,2.7,4.6,3.3,3.38,8,8422420
3609,1,1802,77,2.0,1.0,5,4,0,2,2,2,4,3.1,3.6,4.5,3.785,6,13973207
3610,0,888,44,1.0,1.0,3,0,1,0,1,1,1,3.1,3.1,5.0,4.05,29,10376644
3611,2,973,155,1.0,1.0,3,1,1,2,2,1,4,4.6,3.6,5.0,4.32,13,9823069
3612,4,663,41,1.0,1.0,2,4,1,2,2,1,1,3.5,2.2,4.4,3.47,20,4628531
3613,2,700,51,1.0,1.0,2,2,1,2,1,2,5,4.4,2.9,2.9,3.35,40,8642777
3614,0,976,47,1.0,1.0,3,3,1,2,0,1,4,4.7,2.6,4.4,4.13,13,10242458
3615,3,2283,56,4.0,2.0,6,2,1,2,0,0,4,3.4,3.6,3.4,3.46,6,14517294
3616,3,1301,64,1.0,1.0,3,2,1,0,2,2,3,3.3,3.8,3.5,3.53,7,12862024
3617,4,1261,112,1.0,1.0,3,4,0,0,2,2,3,3.5,3.7,4.0,3.76,19,10096694
3618,3,2365,37,4.0,2.0,6,4,0,0,2,0,5,3.5,4.7,3.0,3.66,24,19853696
3619,2,958,49,1.0,1.0,3,2,0,2,1,2,5,3.9,2.5,3.9,3.34,12,9323342
3620,6,1587,21,2.0,1.0,4,4,1,1,1,2,2,4.8,4.8,4.0,4.56,23,9041121
3621,5,1977,131,2.0,1.0,5,1,1,0,1,2,3,5.0,4.8,4.2,4.59,33,22858374
3622,2,1137,70,1.0,1.0,3,1,0,2,2,2,5,2.8,2.5,2.5,2.59,5,10869747
3623,2,865,165,1.0,1.0,3,3,0,2,2,0,3,3.0,3.8,3.2,3.38,27,8016334
3624,2,1125,103,1.0,1.0,3,4,1,1,2,1,5,3.2,4.2,3.3,3.63,22,9553701
3625,4,1635,122,2.0,2.0,4,1,0,0,2,1,1,4.6,2.9,4.4,4.01,5,11204891
3626,3,2345,199,4.0,2.0,6,2,0,2,2,0,5,4.2,3.4,3.3,3.6,10,13996145
3627,2,1072,83,1.0,1.0,3,3,1,1,1,2,3,4.8,2.5,3.9,3.61,25,8920694
3628,3,2416,2,4.0,2.0,6,2,1,0,2,2,5,3.9,4.0,3.8,3.89,22,20479346
3629,6,1720,110,2.0,1.0,4,4,0,2,2,2,2,4.8,4.2,4.8,4.53,50,8799214
3630,4,727,88,1.0,1.0,2,2,1,2,1,2,2,3.8,2.7,3.1,3.19,13,6188028
3631,5,1970,193,2.0,1.0,5,1,1,2,2,0,4,4.7,3.7,4.4,4.315,40,16888334
3632,6,1891,51,3.0,2.0,5,0,1,2,0,2,5,3.9,4.6,4.2,4.31,45,12881660
3633,4,1227,102,1.0,1.0,3,2,1,1,0,2,0,4.0,2.0,4.3,3.52,6,6638058
3634,2,1253,135,2.0,1.0,4,2,1,2,2,2,4,2.3,3.7,3.8,3.31,9,11517464
3635,4,1278,199,1.0,1.0,3,3,0,0,2,0,3,3.3,3.1,3.4,3.28,21,11093077
3636,0,692,190,1.0,1.0,2,2,0,2,0,1,0,4.2,3.0,2.2,2.96,8,4870547
3637,2,1186,200,1.0,1.0,3,1,0,0,0,2,3,3.5,3.8,3.6,3.65,29,13459912
3638,3,1881,50,3.0,2.0,5,0,1,2,0,2,5,3.6,2.8,4.5,3.72,8,13515668
3639,2,898,87,1.0,1.0,3,2,1,2,1,0,5,3.0,3.1,4.6,3.52,6,10798668
3640,6,1661,31,2.0,1.0,4,0,1,1,0,0,0,2.3,4.6,3.5,3.7,29,8990816
3641,3,1536,150,2.0,1.0,4,4,0,1,2,2,4,3.8,4.7,4.6,4.39,15,9182265
3642,2,726,155,1.0,1.0,2,1,1,2,2,1,3,3.5,4.2,2.9,3.6,33,7511011
3643,0,961,132,1.0,1.0,3,4,1,0,2,2,1,2.4,3.7,3.1,3.01,18,11363024
3644,4,1356,100,2.0,2.0,4,3,1,1,0,1,3,4.1,4.5,2.5,3.58,43,7619899
3645,2,882,40,1.0,1.0,3,1,0,2,2,1,5,2.5,2.4,4.2,2.97,4,9064155
3646,4,1558,133,2.0,2.0,4,1,1,2,2,2,1,2.8,4.3,5.0,4.13,40,8316858
3647,4,1440,75,2.0,2.0,4,3,1,1,2,1,4,2.4,4.0,4.4,3.68,41,8315616
3648,4,691,37,1.0,1.0,2,1,1,2,2,2,2,2.0,3.8,3.2,3.02,20,6417143
3649,0,1255,191,2.0,2.0,4,2,0,1,1,2,5,2.5,3.4,2.2,2.53,11,10467778
3650,2,1009,128,1.0,1.0,3,1,1,0,0,2,4,2.7,4.2,2.5,3.24,24,13923830
3651,0,1065,81,1.0,1.0,3,2,0,1,1,0,0,4.3,3.8,3.6,3.85,5,7165643
3652,2,1065,11,1.0,1.0,3,1,1,1,2,2,5,3.1,4.9,4.2,4.15,38,10274283
3653,4,694,3,1.0,1.0,2,4,1,1,2,1,1,4.8,3.3,2.8,3.55,44,4054455
3654,2,1045,88,1.0,1.0,3,0,0,1,0,2,5,2.2,3.1,3.4,2.92,18,9273075
3655,4,730,175,1.0,1.0,2,3,1,1,2,1,3,4.0,2.5,2.6,2.99,32,5786000
3656,6,1871,22,3.0,2.0,5,2,0,2,0,2,1,4.0,3.2,2.8,3.28,49,9107905
3657,2,994,56,1.0,1.0,3,1,1,1,0,2,4,2.0,3.7,2.8,2.92,22,9798081
3658,1,1754,198,1.0,1.0,4,1,0,1,1,1,3,4.4,3.6,2.5,3.44,27,11288943
3659,3,2224,189,4.0,2.0,6,2,1,1,2,0,4,3.4,3.1,4.4,3.71,29,13062751
3660,4,836,66,1.0,1.0,2,3,0,2,2,1,0,3.9,3.4,4.9,4.15,22,3795197
3661,4,1399,137,2.0,2.0,4,2,0,0,0,1,5,4.2,4.0,3.0,3.66,39,11680140
3662,6,1950,126,3.0,2.0,5,0,1,1,1,0,3,3.3,3.0,3.7,3.29,11,11688708
3663,1,1519,2,1.0,1.0,4,0,1,2,2,0,4,3.4,2.0,3.5,3.09,39,13585023
3664,1,1605,4,1.0,1.0,4,4,1,2,2,1,4,2.5,2.3,4.4,3.21,40,12683609
3665,2,1230,81,2.0,1.0,4,0,0,0,0,2,4,2.6,3.6,3.2,3.18,7,14603074
3666,4,584,70,1.0,1.0,2,3,1,0,0,1,4,2.9,4.8,3.9,3.87,30,7870992
3667,6,1590,57,2.0,1.0,4,3,0,0,2,2,4,3.1,3.2,4.0,3.42,54,13901784
3668,6,1734,87,2.0,1.0,4,2,0,2,2,1,5,4.6,2.0,3.3,3.04,10,10618679
3669,2,786,119,1.0,1.0,2,3,0,0,2,0,4,3.0,2.7,2.0,2.58,6,11232253
3670,2,701,52,1.0,1.0,2,4,0,0,0,2,3,4.3,2.2,3.6,3.25,36,8820090
3671,0,783,149,1.0,1.0,2,1,1,2,2,1,4,4.2,2.9,3.9,3.79,38,8982050
3672,1,1739,128,1.0,1.0,4,4,0,2,2,2,4,3.7,3.5,2.4,3.13,15,13338748
3673,2,1127,38,1.0,1.0,3,0,0,1,2,0,4,2.2,3.2,3.2,2.9,32,9168739
3674,2,919,61,1.0,1.0,3,3,0,0,0,1,3,4.3,4.6,3.6,4.21,28,10495993
3675,2,902,120,1.0,1.0,3,0,0,2,2,2,4,4.4,5.0,2.8,4.16,4,8940061
3676,0,838,10,1.0,1.0,3,1,1,0,0,1,3,2.7,4.3,3.1,3.22,37,11790920
3677,2,1026,174,1.0,1.0,3,3,0,0,0,1,5,4.0,5.0,4.6,4.58,21,12772389
3678,4,1346,84,2.0,2.0,4,4,1,1,2,0,2,4.1,4.2,4.0,4.09,44,7894901
3679,3,1764,191,2.0,1.0,4,1,0,2,2,2,5,2.2,2.5,4.2,3.09,23,11399512
3680,2,825,9,1.0,1.0,3,4,1,0,2,2,4,4.8,2.7,3.1,3.45,14,11735089
3681,6,1542,147,2.0,1.0,4,3,1,1,2,2,5,4.8,2.9,2.5,3.26,11,11327820
3682,3,1869,20,3.0,2.0,5,2,0,2,0,0,4,3.9,2.4,3.2,3.17,16,11839550
3683,0,1291,0,2.0,2.0,4,2,0,1,2,1,1,2.7,2.4,4.4,3.49,27,7229164
3684,4,950,7,1.0,1.0,3,3,1,2,2,0,0,4.9,3.1,4.7,4.28,45,5943168
3685,4,680,130,1.0,1.0,2,3,1,0,1,2,4,4.6,2.6,4.9,4.12,32,8684064
3686,1,1579,188,1.0,1.0,4,2,1,2,2,0,3,4.0,4.0,4.2,4.08,31,13248632
3687,2,1047,42,1.0,1.0,3,0,1,2,2,1,4,4.5,3.2,4.5,3.98,37,9431288
3688,1,1660,36,1.0,1.0,4,3,1,0,1,1,4,3.3,2.5,3.2,3.06,30,19335042
3689,2,835,46,1.0,1.0,3,4,1,2,0,0,4,2.1,2.4,2.7,2.4,22,9515504
3690,1,1883,121,2.0,1.0,5,1,0,1,2,1,5,3.5,4.8,4.5,4.225,15,13782733
3691,0,1109,5,1.0,1.0,3,2,1,1,1,2,5,3.6,2.9,3.4,3.36,36,10411211
3692,0,995,26,1.0,1.0,3,0,1,2,0,1,2,2.0,2.8,2.7,2.51,34,8449705
3693,6,1747,142,2.0,1.0,4,1,1,2,2,2,5,3.5,3.5,2.6,3.23,33,12567787
3694,1,1529,191,1.0,1.0,4,0,1,1,0,0,3,4.9,4.9,4.2,4.62,35,12525057
3695,4,1034,30,1.0,1.0,3,2,1,2,2,2,5,4.0,3.6,4.3,4.0,37,8938031
3696,3,1302,84,1.0,1.0,3,4,0,0,2,2,4,3.7,4.1,2.5,3.34,26,11851056
3697,4,654,143,1.0,1.0,2,0,1,0,2,2,1,3.3,3.1,4.8,3.84,6,7159771
3698,2,1020,41,1.0,1.0,3,1,1,0,0,0,3,2.7,3.2,2.2,2.75,26,13841757
3699,4,506,145,1.0,1.0,2,0,0,0,2,1,5,4.7,2.1,3.7,3.52,27,6832174
3700,5,1955,10,2.0,1.0,5,4,1,1,0,0,4,2.3,5.0,3.9,3.695,43,14545763
3701,4,1653,160,2.0,2.0,4,4,0,0,2,2,4,4.8,4.4,4.6,4.6,25,12833113
3702,6,1820,77,3.0,2.0,5,4,1,1,2,2,5,4.8,3.4,3.8,3.87,32,11636008
3703,6,1508,63,2.0,1.0,4,2,1,0,2,1,1,4.2,4.3,2.3,3.68,9,12564988
3704,4,1292,111,1.0,1.0,3,0,0,0,0,2,1,3.4,2.7,2.3,2.75,17,9504260
3705,1,1922,160,2.0,1.0,5,3,0,0,1,0,4,2.9,2.5,3.6,3.08,24,21971570
3706,4,584,165,1.0,1.0,2,1,0,2,2,1,1,3.5,3.5,4.6,3.94,11,4175730
3707,1,1839,153,2.0,1.0,5,1,1,1,2,0,3,4.0,3.6,2.6,3.34,14,14529136
3708,6,1879,166,3.0,2.0,5,3,0,1,0,1,5,4.3,2.3,3.0,3.01,32,10306671
3709,4,1199,70,1.0,1.0,3,2,0,2,2,1,5,3.4,2.8,2.8,2.98,32,7644277
3710,2,1181,102,1.0,1.0,3,3,1,1,2,0,5,2.1,2.3,4.0,2.75,11,11458212
3711,2,1068,86,1.0,1.0,3,3,0,2,2,1,5,3.6,4.4,2.5,3.59,12,9414298
3712,6,1686,92,2.0,1.0,4,0,1,2,2,0,5,2.5,4.4,3.1,3.54,26,12639399
3713,3,2242,84,4.0,2.0,6,1,1,2,0,0,3,4.1,3.4,4.1,3.89,11,14211285
3714,2,1259,112,2.0,1.0,4,0,0,1,1,0,4,3.8,3.4,2.5,3.25,16,10015397
3715,5,1843,118,2.0,1.0,5,1,1,2,1,1,3,2.1,4.7,3.0,3.155,29,14212306
3716,5,1924,59,2.0,1.0,5,2,1,2,2,2,3,2.9,4.8,4.1,3.915,19,15219478
3717,2,1144,73,1.0,1.0,3,3,0,0,1,0,3,4.5,4.9,3.3,4.3,31,13092388
3718,4,542,127,1.0,1.0,2,3,1,0,2,2,4,3.4,3.2,2.4,2.94,26,7989391
3719,1,1515,103,1.0,1.0,4,3,0,1,0,1,5,3.4,3.2,2.8,3.11,39,11353800
3720,0,630,174,1.0,1.0,2,4,0,0,1,0,4,4.7,4.2,3.5,4.0,16,10042142
3721,6,1671,182,2.0,1.0,4,3,0,1,0,0,5,4.6,4.3,2.6,3.87,18,11178306
3722,4,1047,18,1.0,1.0,3,2,0,1,2,0,2,3.3,2.8,4.9,3.79,18,6436026
3723,1,1595,87,1.0,1.0,4,2,1,0,2,1,3,4.8,2.2,3.9,3.79,30,18327604
3724,0,1299,62,2.0,2.0,4,3,0,2,1,1,1,2.0,4.6,2.3,2.67,11,8475559
3725,1,1626,27,1.0,1.0,4,2,1,2,1,0,3,3.8,3.5,4.5,4.005,38,13543974
3726,4,801,80,1.0,1.0,2,0,0,1,0,0,1,3.4,3.6,3.4,3.46,17,5325431
3727,2,1089,6,1.0,1.0,3,4,1,0,2,2,3,4.5,4.5,2.7,3.96,4,13688873
3728,1,1955,54,2.0,1.0,5,2,0,1,1,1,3,2.5,2.4,3.1,2.715,11,12096784
3729,3,1708,91,2.0,1.0,4,0,0,0,2,2,3,3.1,3.5,2.8,3.1,17,14312268
3730,5,1697,19,1.0,1.0,4,3,1,2,2,2,4,4.4,2.2,3.6,3.49,10,14742961
3731,5,1975,8,2.0,1.0,5,0,0,1,2,2,3,4.5,5.0,2.1,3.545,12,13250064
3732,6,1966,168,3.0,2.0,5,2,1,1,0,2,5,2.1,2.8,3.6,2.87,49,11956452
3733,1,1791,164,1.0,1.0,4,1,0,2,0,2,4,3.5,4.2,4.3,3.995,15,14637173
3734,6,1890,66,3.0,2.0,5,2,1,0,2,2,2,3.7,4.5,3.4,3.97,7,16548277
3735,4,967,152,1.0,1.0,3,0,0,1,1,2,0,3.4,2.5,4.4,3.53,29,4097486
3736,1,1711,99,1.0,1.0,4,2,0,2,2,0,5,4.3,3.9,2.7,3.56,13,14558414
3737,3,1583,62,2.0,1.0,4,1,0,2,2,0,5,3.9,4.1,2.2,3.28,25,11369501
3738,0,1274,77,2.0,2.0,4,0,1,1,2,2,4,4.8,4.8,3.8,4.3,22,11294830
3739,4,1356,158,2.0,2.0,4,2,0,1,0,0,2,3.7,3.0,4.4,3.77,45,7058040
3740,2,1144,166,1.0,1.0,3,1,1,1,2,1,4,2.4,2.8,4.1,3.07,36,9220543
3741,2,1129,49,1.0,1.0,3,2,0,2,1,1,5,4.0,4.5,2.3,3.69,16,9445554
3742,0,695,86,1.0,1.0,2,0,1,0,1,1,2,4.6,3.9,2.4,3.36,11,9425117
3743,2,867,108,1.0,1.0,3,0,1,1,0,1,4,4.2,4.7,4.0,4.34,15,8675535
3744,3,1501,35,2.0,1.0,4,0,0,1,0,0,4,2.0,2.9,3.1,2.71,26,9594775
3745,6,1896,72,3.0,2.0,5,4,1,2,1,1,5,3.8,3.8,3.4,3.68,15,12070552
3746,4,1449,46,2.0,2.0,4,2,0,1,2,1,1,4.7,2.7,2.0,3.02,18,5731736
3747,1,1700,168,1.0,1.0,4,0,0,2,2,1,3,3.9,2.5,4.9,3.95,5,12403664
3748,6,1829,2,3.0,2.0,5,4,0,1,0,1,3,2.9,4.4,2.4,3.43,15,9076496
3749,2,1178,4,1.0,1.0,3,0,1,2,2,2,4,4.6,4.8,2.5,4.05,34,10727630
3750,3,1460,118,2.0,1.0,4,2,0,1,0,2,5,2.8,2.5,2.9,2.75,16,9664772
3751,1,1807,83,2.0,1.0,5,4,1,1,2,2,5,3.1,2.4,5.0,3.685,37,13814213
3752,0,1103,193,1.0,1.0,3,4,1,0,1,0,2,2.6,5.0,2.8,3.18,24,13639322
3753,2,992,195,1.0,1.0,3,3,0,1,2,0,4,3.3,2.4,4.9,3.42,21,8886913
3754,0,1268,114,2.0,2.0,4,3,0,1,0,2,4,2.9,3.6,2.2,2.69,14,10460088
3755,1,1890,101,2.0,1.0,5,0,0,1,2,1,3,2.3,4.9,4.1,3.67,17,12011262
3756,4,670,163,1.0,1.0,2,2,0,1,2,0,2,3.5,2.6,3.8,3.35,16,5428752
3757,4,1236,159,1.0,1.0,3,4,1,1,2,0,2,4.5,4.7,2.3,3.68,16,7823880
3758,4,1256,22,1.0,1.0,3,0,0,1,2,2,2,3.6,4.6,4.4,4.22,28,6342483
3759,2,1071,60,1.0,1.0,3,2,1,0,1,0,5,2.9,4.5,2.7,3.48,16,15021495
3760,2,1217,87,2.0,1.0,4,0,1,2,1,0,5,3.2,2.5,4.7,3.37,10,12397660
3761,4,1488,146,2.0,2.0,4,0,1,1,1,0,0,2.3,2.0,2.6,2.33,14,7410353
3762,3,2162,85,3.0,2.0,5,4,1,0,2,2,4,4.5,3.8,4.7,4.37,29,18369951
3763,6,1623,15,2.0,1.0,4,1,1,0,1,0,0,4.8,4.0,3.6,4.08,21,14302277
3764,1,1585,135,1.0,1.0,4,0,0,0,1,2,5,2.4,4.0,2.0,2.64,44,18830994
3765,3,2237,4,4.0,2.0,6,3,0,1,0,0,5,2.8,3.1,4.2,3.45,24,12926248
3766,4,1662,100,2.0,2.0,4,1,0,1,2,1,5,3.6,3.2,2.8,3.16,26,9044450
3767,0,819,44,1.0,1.0,3,2,0,0,2,1,5,4.4,2.1,3.1,3.29,36,11012940
3768,3,2348,49,4.0,2.0,6,2,0,2,0,0,3,4.5,4.1,2.7,3.66,30,12814557
3769,0,604,105,1.0,1.0,2,2,1,2,2,0,5,4.1,4.5,2.3,3.28,27,9405319
3770,5,1849,39,2.0,1.0,5,1,0,1,0,2,3,3.0,3.8,3.9,3.605,30,12834991
3771,4,1617,53,2.0,2.0,4,1,1,2,1,0,4,3.9,4.7,4.7,4.46,46,10774881
3772,3,1733,148,2.0,1.0,4,0,0,0,2,0,4,2.9,4.5,4.9,4.18,15,15615167
3773,2,802,150,1.0,1.0,3,0,1,2,1,1,3,2.9,4.0,3.5,3.52,35,7473329
3774,0,1081,158,1.0,1.0,3,0,0,0,1,2,1,4.1,4.9,3.7,4.06,36,11464423
3775,0,1243,21,2.0,2.0,4,4,1,1,2,1,2,4.4,3.7,3.9,4.01,35,8559579
3776,4,1430,146,2.0,2.0,4,3,0,1,2,2,4,3.6,4.1,3.6,3.75,37,7935576
3777,3,1707,118,2.0,1.0,4,4,0,2,0,2,4,4.4,3.1,3.1,3.49,26,10194702
3778,3,1317,3,1.0,1.0,3,2,0,0,2,0,3,5.0,2.0,4.4,3.86,10,12470313
3779,4,1128,20,1.0,1.0,3,3,1,2,1,2,0,3.5,4.3,4.0,3.94,48,5723932
3780,3,2458,172,4.0,2.0,6,4,0,1,0,0,3,5.0,2.6,4.1,3.92,21,12081121
3781,2,1091,144,1.0,1.0,3,4,0,2,0,1,3,2.6,4.7,2.2,3.32,22,7998139
3782,6,1795,69,2.0,1.0,4,3,1,2,0,0,4,4.8,2.3,3.8,3.38,40,12447529
3783,3,2481,129,4.0,2.0,6,1,1,1,2,0,5,4.8,5.0,4.1,4.58,13,15104072
3784,2,1095,81,1.0,1.0,3,1,1,0,2,0,3,2.3,3.2,4.1,3.2,18,14513691
3785,5,1759,17,1.0,1.0,4,2,0,1,0,2,4,3.8,4.0,3.4,3.67,36,12349613
3786,1,1774,7,1.0,1.0,4,4,1,1,0,0,5,4.6,2.7,4.8,4.205,41,14377932
3787,3,2314,27,4.0,2.0,6,1,1,2,2,2,5,5.0,2.8,2.9,3.5,20,14754178
3788,1,1695,98,1.0,1.0,4,0,1,1,2,1,4,5.0,2.7,3.4,3.785,35,12581759
3789,2,1099,184,1.0,1.0,3,4,0,0,1,0,5,4.2,4.0,4.7,4.27,31,13903449
3790,5,1547,117,1.0,1.0,4,1,1,1,2,0,5,3.9,3.4,4.9,4.225,37,14033022
3791,0,927,175,1.0,1.0,3,2,0,0,0,2,1,5.0,2.5,4.0,4.0,6,10974138
3792,1,1966,176,2.0,1.0,5,4,0,1,1,1,4,4.0,2.4,3.9,3.56,33,12375340
3793,3,1541,35,2.0,1.0,4,1,0,0,2,0,4,2.0,3.8,4.3,3.46,17,14726913
